x,y
0.49023217025571175,0.5567123540820162
0.12075902738335142,0.17606087375512836
0.6252694694419362,0.5317865659968466
0.320433456950741,0.3183554891870388
0.8939339837019744,0.8204138905011386
0.6830134821004861,0.7529842846702371
0.5202395710849939,0.524966307865355
0.6228366177049577,0.7125477659881256
0.697409334587759,0.6214639652910054
0.22602548110858156,0.242934855144323
0.3984576513720398,0.30325124495768707
0.5633305929554389,0.6162139895554068
0.7216769923107533,0.6440827385049709
0.16534152469316088,0.14841976422440817
0.684983940264564,0.5957409055891272
0.26634261255301306,0.24690271948883136
0.7869231903516627,0.852509526017286
0.39720954237021,0.45573772497210485
0.05729493938372421,0.1400452462884254
0.4029660137752036,0.3633273042910816
0.4507356121966626,0.43765015938095775
0.2369570684264013,0.17597763123460974
0.9943401931435267,0.899805041640598
0.33595305663037156,0.337440830653425
0.09774191885224193,0.16148553764422113
0.9051158973934029,0.8757775346152435
0.3959479824699893,0.32108503537392097
0.53470686951867,0.622541908577347
0.8358729747802052,0.7977556191699686
0.6749375777684312,0.6051129311538239
0.022248535886552956,0.008156217851286063
0.44601359724065026,0.45315533752692405
0.23193233723959594,0.32979316251576385
0.599478764062308,0.5043807961039247
0.6281081627867723,0.6479789583150247
0.6402592334454188,0.6169284385005767
0.6997030464486487,0.7461866817355414
0.4616642100872359,0.5206140384020727
0.5019620132138443,0.4809492373503108
0.13755515751102632,0.1042036976946924
0.8855308613424393,0.8111451003217723
0.9004291054138239,0.8900162795521839
0.36268483824261266,0.3013629188778709
0.1279883382040221,0.21353222724696508
0.3838625902327988,0.31588228994540746
0.8225150999580062,0.9095401964504027
0.3608947257913432,0.3685132261007463
0.48246743961678495,0.5358974329978977
0.912725040046341,0.8302487970606974
0.7494905576084637,0.755174407888685
0.6028852321522221,0.6783985060197353
0.4964083544441308,0.5470530742198148
0.26347161708639943,0.20243075961354073
0.8532687062596549,0.7924432100132899
0.6513867050931865,0.7121483263091296
0.2778102273752522,0.19785648984970838
0.2734890347665262,0.3095294214261374
0.814088067432381,0.7859875057009603
0.4220513078710133,0.3505445597768285
0.9946251041763539,0.9958260779435402
0.7899745223673412,0.8404566659584155
0.6477993330612803,0.6104939842426833
0.797872428998877,0.8762079016228765
0.32592461618204926,0.25600684329263335
0.1108811229948089,0.1060152518334967
0.9088531771972466,0.9849457850907897
0.9326713902259515,0.9538426878935453
0.7363992762315773,0.6692716406325062
0.4240915880517516,0.41107512237196686
0.7569627056204401,0.6599149981216668
0.37044193846894635,0.4131523176764642
0.36684838066212677,0.29793136756310945
0.809072671485242,0.7278794530663661
0.6414997798314226,0.7094780311871656
0.9262332095733459,0.936623276134896
0.1756655213279511,0.25426208483284607
0.6039314396275433,0.5581257575924156
0.46560024772690733,0.5085243853370311
0.6427394735562667,0.6128736753820453
0.7417045303323192,0.7895654838028309
0.906578259112944,0.9735029381589032
0.37497598393135045,0.40775351299145635
0.629972868793544,0.707301467940646
0.0713827702788783,0.037409008230339436
0.6572874708660358,0.7054006414642126
0.11676247299288767,0.11795231843137555
